TIME_PERIOD,GEO,NOGA,CLASS,LEGAL,INDICATOR,OBS_VALUE,OBS_STATUS
2015,CH,_T,_T,7,New businesses,731,A
2015,CH,_T,_T,8,New businesses,0,A
2016,CH,_T,_T,_T,Jobs created by New businesses,53031,A
2016,CH01,_T,_T,_T,Jobs created by New businesses,11037,A
2016,22,_T,_T,_T,Jobs created by New businesses,5122,A
2016,23,_T,_T,_T,Jobs created by New businesses,2119,A
2016,25,_T,_T,_T,Jobs created by New businesses,3796,A
2016,CH02,_T,_T,_T,Jobs created by New businesses,9027,A
2016,2,_T,_T,_T,Jobs created by New businesses,4788,A
2016,10,_T,_T,_T,Jobs created by New businesses,1639,A
2016,11,_T,_T,_T,Jobs created by New businesses,1190,A
2016,24,_T,_T,_T,Jobs created by New businesses,1075,A
2016,26,_T,_T,_T,Jobs created by New businesses,335,A
2016,CH03,_T,_T,_T,Jobs created by New businesses,6032,A
2016,12,_T,_T,_T,Jobs created by New businesses,1456,A
2016,13,_T,_T,_T,Jobs created by New businesses,1249,A
2016,19,_T,_T,_T,Jobs created by New businesses,3327,A
2016,CH04,_T,_T,_T,Jobs created by New businesses,10033,A
2016,1,_T,_T,_T,Jobs created by New businesses,10033,A
2016,CH05,_T,_T,_T,Jobs created by New businesses,6532,A
2016,8,_T,_T,_T,Jobs created by New businesses,219,A
2016,14,_T,_T,_T,Jobs created by New businesses,440,A
2016,15,_T,_T,_T,Jobs created by New businesses,354,A
2016,16,_T,_T,_T,Jobs created by New businesses,100,A
2016,17,_T,_T,_T,Jobs created by New businesses,2877,A
2016,18,_T,_T,_T,Jobs created by New businesses,1161,A
2016,20,_T,_T,_T,Jobs created by New businesses,1381,A
2016,CH06,_T,_T,_T,Jobs created by New businesses,6284,A
2016,3,_T,_T,_T,Jobs created by New businesses,2266,A
2016,4,_T,_T,_T,Jobs created by New businesses,142,A
2016,5,_T,_T,_T,Jobs created by New businesses,1312,A
2016,6,_T,_T,_T,Jobs created by New businesses,219,A
2016,7,_T,_T,_T,Jobs created by New businesses,303,A
2016,9,_T,_T,_T,Jobs created by New businesses,2042,A
2016,CH07,_T,_T,_T,Jobs created by New businesses,4086,A
2016,21,_T,_T,_T,Jobs created by New businesses,4086,A
2016,CH,B-F,_T,_T,Jobs created by New businesses,8047,A
2016,CH,B-E,_T,_T,Jobs created by New businesses,2421,A
2016,CH,F,_T,_T,Jobs created by New businesses,5626,A
2016,CH,G-S,_T,_T,Jobs created by New businesses,44984,A
2016,CH,G,_T,_T,Jobs created by New businesses,6283,A
2016,CH,H,_T,_T,Jobs created by New businesses,1228,A
2016,CH,I,_T,_T,Jobs created by New businesses,2444,A
2016,CH,J,_T,_T,Jobs created by New businesses,2967,A
2016,CH,K,_T,_T,Jobs created by New businesses,2121,A
2016,CH,L-N,_T,_T,Jobs created by New businesses,5277,A
2016,CH,M,_T,_T,Jobs created by New businesses,10049,A
2016,CH,P,_T,_T,Jobs created by New businesses,2238,A
2016,CH,Q,_T,_T,Jobs created by New businesses,5383,A
2016,CH,R,_T,_T,Jobs created by New businesses,2950,A
2016,CH,S,_T,_T,Jobs created by New businesses,4044,A
2016,CH,_T,1,_T,Jobs created by New businesses,32254,A
2016,CH,_T,10+,_T,Jobs created by New businesses,1921,A
2016,CH,_T,2TO4,_T,Jobs created by New businesses,14834,A
2016,CH,_T,5TO9,_T,Jobs created by New businesses,4022,A
2016,CH,_T,_T,1,Jobs created by New businesses,25422,A
2016,CH,_T,_T,2,Jobs created by New businesses,1132,A
2016,CH,_T,_T,3,Jobs created by New businesses,9477,A
2016,CH,_T,_T,4,Jobs created by New businesses,15049,A
2016,CH,_T,_T,5,Jobs created by New businesses,199,A
2016,CH,_T,_T,6,Jobs created by New businesses,325,A
2016,CH,_T,_T,7,Jobs created by New businesses,1427,A
2016,CH,_T,_T,8,Jobs created by New businesses,0,A
2016,CH,_T,_T,_T,New businesses,39125,A
2016,CH01,_T,_T,_T,New businesses,8087,A
2016,22,_T,_T,_T,New businesses,3832,A
2016,23,_T,_T,_T,New businesses,1576,A
2016,25,_T,_T,_T,New businesses,2679,A
2016,CH02,_T,_T,_T,New businesses,6983,A
2016,2,_T,_T,_T,New businesses,3655,A
2016,10,_T,_T,_T,New businesses,1238,A
2016,11,_T,_T,_T,New businesses,936,A
2016,24,_T,_T,_T,New businesses,889,A
2016,26,_T,_T,_T,New businesses,265,A
2016,CH03,_T,_T,_T,New businesses,4522,A
2016,12,_T,_T,_T,New businesses,1024,A
2016,13,_T,_T,_T,New businesses,1002,A
2016,19,_T,_T,_T,New businesses,2496,A
2016,CH04,_T,_T,_T,New businesses,7249,A
2016,1,_T,_T,_T,New businesses,7249,A
2016,CH05,_T,_T,_T,New businesses,4912,A
2016,8,_T,_T,_T,New businesses,149,A
2016,14,_T,_T,_T,New businesses,353,A
2016,15,_T,_T,_T,New businesses,294,A
2016,16,_T,_T,_T,New businesses,83,A
2016,17,_T,_T,_T,New businesses,2070,A
2016,18,_T,_T,_T,New businesses,887,A
2016,20,_T,_T,_T,New businesses,1076,A
2016,CH06,_T,_T,_T,New businesses,4423,A
2016,3,_T,_T,_T,New businesses,1609,A
2016,4,_T,_T,_T,New businesses,103,A
2016,5,_T,_T,_T,New businesses,925,A
2016,6,_T,_T,_T,New businesses,184,A
2016,7,_T,_T,_T,New businesses,202,A
2016,9,_T,_T,_T,New businesses,1400,A
2016,CH07,_T,_T,_T,New businesses,2949,A
2016,21,_T,_T,_T,New businesses,2949,A
2016,CH,B-F,_T,_T,New businesses,4912,A
2016,CH,B-E,_T,_T,New businesses,1713,A
2016,CH,F,_T,_T,New businesses,3199,A
2016,CH,G-S,_T,_T,New businesses,34213,A
2016,CH,G,_T,_T,New businesses,4511,A
2016,CH,H,_T,_T,New businesses,885,A
2016,CH,I,_T,_T,New businesses,1228,A
2016,CH,J,_T,_T,New businesses,2191,A
2016,CH,K,_T,_T,New businesses,1432,A
2016,CH,L-N,_T,_T,New businesses,3548,A
2016,CH,M,_T,_T,New businesses,8156,A
2016,CH,P,_T,_T,New businesses,1949,A
2016,CH,Q,_T,_T,New businesses,4472,A
2016,CH,R,_T,_T,New businesses,2215,A
2016,CH,S,_T,_T,New businesses,3626,A
2016,CH,_T,1,_T,New businesses,32254,A
2016,CH,_T,10+,_T,New businesses,116,A
2016,CH,_T,2TO4,_T,New businesses,6103,A
2016,CH,_T,5TO9,_T,New businesses,652,A
2016,CH,_T,_T,1,New businesses,23878,A
2016,CH,_T,_T,2,New businesses,689,A
2016,CH,_T,_T,3,New businesses,4790,A
2016,CH,_T,_T,4,New businesses,8720,A
2016,CH,_T,_T,5,New businesses,99,A
2016,CH,_T,_T,6,New businesses,185,A
2016,CH,_T,_T,7,New businesses,764,A
2016,CH,_T,_T,8,New businesses,0,A
2017,CH,_T,_T,_T,Jobs created by New businesses,53480,A
2017,CH01,_T,_T,_T,Jobs created by New businesses,11811,A
2017,22,_T,_T,_T,Jobs created by New businesses,5589,A
2017,23,_T,_T,_T,Jobs created by New businesses,2119,A
2017,25,_T,_T,_T,Jobs created by New businesses,4103,A
2017,CH02,_T,_T,_T,Jobs created by New businesses,9017,A
2017,2,_T,_T,_T,Jobs created by New businesses,4807,A
2017,10,_T,_T,_T,Jobs created by New businesses,1511,A
2017,11,_T,_T,_T,Jobs created by New businesses,1269,A
2017,24,_T,_T,_T,Jobs created by New businesses,1046,A
2017,26,_T,_T,_T,Jobs created by New businesses,384,A
2017,CH03,_T,_T,_T,Jobs created by New businesses,5926,A
2017,12,_T,_T,_T,Jobs created by New businesses,1455,A
2017,13,_T,_T,_T,Jobs created by New businesses,1380,A
2017,19,_T,_T,_T,Jobs created by New businesses,3091,A
2017,CH04,_T,_T,_T,Jobs created by New businesses,10141,A
2017,1,_T,_T,_T,Jobs created by New businesses,10141,A
2017,CH05,_T,_T,_T,Jobs created by New businesses,6429,A
2017,8,_T,_T,_T,Jobs created by New businesses,204,A
2017,14,_T,_T,_T,Jobs created by New businesses,466,A
2017,15,_T,_T,_T,Jobs created by New businesses,336,A
2017,16,_T,_T,_T,Jobs created by New businesses,87,A
2017,17,_T,_T,_T,Jobs created by New businesses,2752,A
2017,18,_T,_T,_T,Jobs created by New businesses,1126,A
2017,20,_T,_T,_T,Jobs created by New businesses,1458,A
2017,CH06,_T,_T,_T,Jobs created by New businesses,6479,A
2017,3,_T,_T,_T,Jobs created by New businesses,2423,A
2017,4,_T,_T,_T,Jobs created by New businesses,177,A
2017,5,_T,_T,_T,Jobs created by New businesses,1203,A
2017,6,_T,_T,_T,Jobs created by New businesses,242,A
2017,7,_T,_T,_T,Jobs created by New businesses,272,A
2017,9,_T,_T,_T,Jobs created by New businesses,2162,A
2017,CH07,_T,_T,_T,Jobs created by New businesses,3677,A
2017,21,_T,_T,_T,Jobs created by New businesses,3677,A
2017,CH,B-F,_T,_T,Jobs created by New businesses,8176,A
2017,CH,B-E,_T,_T,Jobs created by New businesses,2683,A
2017,CH,F,_T,_T,Jobs created by New businesses,5493,A
2017,CH,G-S,_T,_T,Jobs created by New businesses,45304,A
2017,CH,G,_T,_T,Jobs created by New businesses,6081,A
2017,CH,H,_T,_T,Jobs created by New businesses,1334,A
2017,CH,I,_T,_T,Jobs created by New businesses,2006,A
2017,CH,J,_T,_T,Jobs created by New businesses,3105,A
2017,CH,K,_T,_T,Jobs created by New businesses,1955,A
2017,CH,L-N,_T,_T,Jobs created by New businesses,5474,A
2017,CH,M,_T,_T,Jobs created by New businesses,10610,A
2017,CH,P,_T,_T,Jobs created by New businesses,2382,A
2017,CH,Q,_T,_T,Jobs created by New businesses,5535,A
2017,CH,R,_T,_T,Jobs created by New businesses,2943,A
2017,CH,S,_T,_T,Jobs created by New businesses,3879,A
2017,CH,_T,1,_T,Jobs created by New businesses,32419,A
2017,CH,_T,10+,_T,Jobs created by New businesses,2105,A
2017,CH,_T,2TO4,_T,Jobs created by New businesses,15030,A
2017,CH,_T,5TO9,_T,Jobs created by New businesses,3926,A
2017,CH,_T,_T,1,Jobs created by New businesses,24922,A
2017,CH,_T,_T,2,Jobs created by New businesses,1036,A
2017,CH,_T,_T,3,Jobs created by New businesses,9539,A
2017,CH,_T,_T,4,Jobs created by New businesses,15893,A
2017,CH,_T,_T,5,Jobs created by New businesses,200,A
2017,CH,_T,_T,6,Jobs created by New businesses,418,A
2017,CH,_T,_T,7,Jobs created by New businesses,1460,A
2017,CH,_T,_T,8,Jobs created by New businesses,12,A
2017,CH,_T,_T,_T,New businesses,39303,A
2017,CH01,_T,_T,_T,New businesses,8807,A
2017,22,_T,_T,_T,New businesses,4343,A
2017,23,_T,_T,_T,New businesses,1582,A
2017,25,_T,_T,_T,New businesses,2882,A
2017,CH02,_T,_T,_T,New businesses,6953,A
2017,2,_T,_T,_T,New businesses,3621,A
2017,10,_T,_T,_T,New businesses,1200,A
2017,11,_T,_T,_T,New businesses,957,A
2017,24,_T,_T,_T,New businesses,894,A
2017,26,_T,_T,_T,New businesses,281,A
2017,CH03,_T,_T,_T,New businesses,4407,A
2017,12,_T,_T,_T,New businesses,1061,A
2017,13,_T,_T,_T,New businesses,994,A
2017,19,_T,_T,_T,New businesses,2352,A
2017,CH04,_T,_T,_T,New businesses,7226,A
2017,1,_T,_T,_T,New businesses,7226,A
2017,CH05,_T,_T,_T,New businesses,4808,A
2017,8,_T,_T,_T,New businesses,145,A
2017,14,_T,_T,_T,New businesses,342,A
2017,15,_T,_T,_T,New businesses,250,A
2017,16,_T,_T,_T,New businesses,69,A
2017,17,_T,_T,_T,New businesses,1999,A
2017,18,_T,_T,_T,New businesses,848,A
2017,20,_T,_T,_T,New businesses,1155,A
2017,CH06,_T,_T,_T,New businesses,4478,A
2017,3,_T,_T,_T,New businesses,1603,A
2017,4,_T,_T,_T,New businesses,99,A
2017,5,_T,_T,_T,New businesses,930,A
2017,6,_T,_T,_T,New businesses,187,A
2017,7,_T,_T,_T,New businesses,194,A
2017,9,_T,_T,_T,New businesses,1465,A
2017,CH07,_T,_T,_T,New businesses,2624,A
2017,21,_T,_T,_T,New businesses,2624,A
2017,CH,B-F,_T,_T,New businesses,5035,A
2017,CH,B-E,_T,_T,New businesses,1879,A
2017,CH,F,_T,_T,New businesses,3156,A
2017,CH,G-S,_T,_T,New businesses,34268,A
2017,CH,G,_T,_T,New businesses,4403,A
2017,CH,H,_T,_T,New businesses,953,A
2017,CH,I,_T,_T,New businesses,1136,A
2017,CH,J,_T,_T,New businesses,2292,A
2017,CH,K,_T,_T,New businesses,1349,A
2017,CH,L-N,_T,_T,New businesses,3605,A
2017,CH,M,_T,_T,New businesses,8315,A
2017,CH,P,_T,_T,New businesses,2042,A
2017,CH,Q,_T,_T,New businesses,4526,A
2017,CH,R,_T,_T,New businesses,2164,A
2017,CH,S,_T,_T,New businesses,3483,A
2017,CH,_T,1,_T,New businesses,32419,A
2017,CH,_T,10+,_T,New businesses,109,A
2017,CH,_T,2TO4,_T,New businesses,6134,A
2017,CH,_T,5TO9,_T,New businesses,641,A
2017,CH,_T,_T,1,New businesses,23492,A
2017,CH,_T,_T,2,New businesses,604,A
2017,CH,_T,_T,3,New businesses,4917,A
2017,CH,_T,_T,4,New businesses,9210,A
2017,CH,_T,_T,5,New businesses,,L
2017,CH,_T,_T,6,New businesses,170,A
2017,CH,_T,_T,7,New businesses,806,A
2017,CH,_T,_T,8,New businesses,,L
2018,CH,_T,_T,_T,Jobs created by New businesses,54052,A
2018,CH01,_T,_T,_T,Jobs created by New businesses,12251,A
2018,22,_T,_T,_T,Jobs created by New businesses,5580,A
2018,23,_T,_T,_T,Jobs created by New businesses,2152,A
2018,25,_T,_T,_T,Jobs created by New businesses,4519,A
2018,CH02,_T,_T,_T,Jobs created by New businesses,9109,A
2018,2,_T,_T,_T,Jobs created by New businesses,4745,A
2018,10,_T,_T,_T,Jobs created by New businesses,1762,A
2018,11,_T,_T,_T,Jobs created by New businesses,1172,A
2018,24,_T,_T,_T,Jobs created by New businesses,1066,A
2018,26,_T,_T,_T,Jobs created by New businesses,364,A
2018,CH03,_T,_T,_T,Jobs created by New businesses,5690,A
2018,12,_T,_T,_T,Jobs created by New businesses,1353,A
2018,13,_T,_T,_T,Jobs created by New businesses,1340,A
2018,19,_T,_T,_T,Jobs created by New businesses,2997,A
2018,CH04,_T,_T,_T,Jobs created by New businesses,10318,A
2018,1,_T,_T,_T,Jobs created by New businesses,10318,A
2018,CH05,_T,_T,_T,Jobs created by New businesses,6398,A
2018,8,_T,_T,_T,Jobs created by New businesses,181,A
2018,14,_T,_T,_T,Jobs created by New businesses,441,A
2018,15,_T,_T,_T,Jobs created by New businesses,355,A
2018,16,_T,_T,_T,Jobs created by New businesses,92,A
2018,17,_T,_T,_T,Jobs created by New businesses,2728,A
2018,18,_T,_T,_T,Jobs created by New businesses,1192,A
2018,20,_T,_T,_T,Jobs created by New businesses,1409,A
2018,CH06,_T,_T,_T,Jobs created by New businesses,6631,A
2018,3,_T,_T,_T,Jobs created by New businesses,2146,A
2018,4,_T,_T,_T,Jobs created by New businesses,132,A
2018,5,_T,_T,_T,Jobs created by New businesses,1341,A
2018,6,_T,_T,_T,Jobs created by New businesses,242,A
2018,7,_T,_T,_T,Jobs created by New businesses,307,A
2018,9,_T,_T,_T,Jobs created by New businesses,2463,A
2018,CH07,_T,_T,_T,Jobs created by New businesses,3655,A
2018,21,_T,_T,_T,Jobs created by New businesses,3655,A
2018,CH,B-F,_T,_T,Jobs created by New businesses,8196,A
2018,CH,B-E,_T,_T,Jobs created by New businesses,2793,A
2018,CH,F,_T,_T,Jobs created by New businesses,5403,A
2018,CH,G-S,_T,_T,Jobs created by New businesses,45856,A
2018,CH,G,_T,_T,Jobs created by New businesses,5987,A
2018,CH,H,_T,_T,Jobs created by New businesses,1440,A
2018,CH,I,_T,_T,Jobs created by New businesses,2785,A
2018,CH,J,_T,_T,Jobs created by New businesses,3397,A
2018,CH,K,_T,_T,Jobs created by New businesses,2052,A
2018,CH,L-N,_T,_T,Jobs created by New businesses,5298,A
2018,CH,M,_T,_T,Jobs created by New businesses,10543,A
2018,CH,P,_T,_T,Jobs created by New businesses,2261,A
2018,CH,Q,_T,_T,Jobs created by New businesses,5385,A
2018,CH,R,_T,_T,Jobs created by New businesses,2941,A
2018,CH,S,_T,_T,Jobs created by New businesses,3767,A
2018,CH,_T,1,_T,Jobs created by New businesses,32719,A
2018,CH,_T,10+,_T,Jobs created by New businesses,2613,A
2018,CH,_T,2TO4,_T,Jobs created by New businesses,15079,A
2018,CH,_T,5TO9,_T,Jobs created by New businesses,3641,A
2018,CH,_T,_T,1,Jobs created by New businesses,25085,A
2018,CH,_T,_T,2,Jobs created by New businesses,990,A
2018,CH,_T,_T,3,Jobs created by New businesses,9575,A
2018,CH,_T,_T,4,Jobs created by New businesses,16370,A
2018,CH,_T,_T,5,Jobs created by New businesses,,L
2018,CH,_T,_T,6,Jobs created by New businesses,297,A
2018,CH,_T,_T,7,Jobs created by New businesses,1555,A
2018,CH,_T,_T,8,Jobs created by New businesses,,L
2018,CH,_T,_T,_T,New businesses,39608,A
2018,CH01,_T,_T,_T,New businesses,8892,A
2018,22,_T,_T,_T,New businesses,4147,A
2018,23,_T,_T,_T,New businesses,1563,A
2018,25,_T,_T,_T,New businesses,3182,A
2018,CH02,_T,_T,_T,New businesses,7045,A
2018,2,_T,_T,_T,New businesses,3727,A
2018,10,_T,_T,_T,New businesses,1293,A
2018,11,_T,_T,_T,New businesses,879,A
2018,24,_T,_T,_T,New businesses,873,A
2018,26,_T,_T,_T,New businesses,273,A
2018,CH03,_T,_T,_T,New businesses,4185,A
2018,12,_T,_T,_T,New businesses,989,A
2018,13,_T,_T,_T,New businesses,1008,A
2018,19,_T,_T,_T,New businesses,2188,A
2018,CH04,_T,_T,_T,New businesses,7496,A
2018,1,_T,_T,_T,New businesses,7496,A
2018,CH05,_T,_T,_T,New businesses,4814,A
2018,8,_T,_T,_T,New businesses,147,A
2018,14,_T,_T,_T,New businesses,323,A
2018,15,_T,_T,_T,New businesses,277,A
2018,16,_T,_T,_T,New businesses,70,A
2018,17,_T,_T,_T,New businesses,2036,A
2018,18,_T,_T,_T,New businesses,898,A
2018,20,_T,_T,_T,New businesses,1063,A
2018,CH06,_T,_T,_T,New businesses,4616,A
2018,3,_T,_T,_T,New businesses,1533,A
2018,4,_T,_T,_T,New businesses,99,A
2018,5,_T,_T,_T,New businesses,1014,A
2018,6,_T,_T,_T,New businesses,177,A
2018,7,_T,_T,_T,New businesses,214,A
2018,9,_T,_T,_T,New businesses,1579,A
2018,CH07,_T,_T,_T,New businesses,2560,A
2018,21,_T,_T,_T,New businesses,2560,A
2018,CH,B-F,_T,_T,New businesses,5048,A
2018,CH,B-E,_T,_T,New businesses,1861,A
2018,CH,F,_T,_T,New businesses,3187,A
2018,CH,G-S,_T,_T,New businesses,34560,A
2018,CH,G,_T,_T,New businesses,4332,A
2018,CH,H,_T,_T,New businesses,1099,A
2018,CH,I,_T,_T,New businesses,1310,A
2018,CH,J,_T,_T,New businesses,2424,A
2018,CH,K,_T,_T,New businesses,1365,A
2018,CH,L-N,_T,_T,New businesses,3555,A
2018,CH,M,_T,_T,New businesses,8561,A
2018,CH,P,_T,_T,New businesses,1975,A
2018,CH,Q,_T,_T,New businesses,4530,A
2018,CH,R,_T,_T,New businesses,2108,A
2018,CH,S,_T,_T,New businesses,3301,A
2018,CH,_T,1,_T,New businesses,32719,A
2018,CH,_T,10+,_T,New businesses,140,A
2018,CH,_T,2TO4,_T,New businesses,6158,A
2018,CH,_T,5TO9,_T,New businesses,591,A
2018,CH,_T,_T,1,New businesses,23541,A
2018,CH,_T,_T,2,New businesses,612,A
2018,CH,_T,_T,3,New businesses,4764,A
2018,CH,_T,_T,4,New businesses,9617,A
2018,CH,_T,_T,5,New businesses,,L
2018,CH,_T,_T,6,New businesses,168,A
2018,CH,_T,_T,7,New businesses,807,A
2018,CH,_T,_T,8,New businesses,,L
